Class Name,Instance Side Definition,Class Side Definition
MCScriptParser,"MCDoItParser subclass: #MCScriptParser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Chunk Format'","MCScriptParser class 	instanceVariableNames: ''"
SizeInMemoryTest,"TestCase subclass: #SizeInMemoryTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Objects'","SizeInMemoryTest class 	instanceVariableNames: ''"
SimpleTestResourceA,"SimpleTestResource subclass: #SimpleTestResourceA 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Tests-Core'","SimpleTestResourceA class 	instanceVariableNames: ''"
OBClassIconFilter,"OBFilter subclass: #OBClassIconFilter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Filters'","OBClassIconFilter class 	instanceVariableNames: ''"
MCSnapshotResource,"TestResource subclass: #MCSnapshotResource 	instanceVariableNames: 'snapshot' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Monticello'","MCSnapshotResource class 	instanceVariableNames: ''"
StartupAction,"Object subclass: #StartupAction 	instanceVariableNames: 'code hasBeenExecuted runOnce nameOfItem name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'StartupPreferences'","StartupAction class 	instanceVariableNames: ''"
ORCmdRenameTemporaryRefactoring,"ORCmdSourceRefactoring subclass: #ORCmdRenameTemporaryRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdRenameTemporaryRefactoring class 	instanceVariableNames: ''"
CodeLoader,"Object subclass: #CodeLoader 	instanceVariableNames: 'sourceFiles' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","CodeLoader class 	instanceVariableNames: ''"
OBCmdBrowseReferences,"OBCommand subclass: #OBCmdBrowseReferences 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Commands'","OBCmdBrowseReferences class 	instanceVariableNames: ''"
MenuRegistration,"Object subclass: #MenuRegistration 	instanceVariableNames: 'parentName itemList order spec owner isGroup ordering precondition' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MenuRegistration-Core'","MenuRegistration class 	instanceVariableNames: ''"
VirtualMachine,"Object subclass: #VirtualMachine 	instanceVariableNames: '' 	classVariableNames: 'LastStats WordSize' 	poolDictionaries: '' 	category: 'System-Support'","VirtualMachine class 	instanceVariableNames: ''"
RBSmalllintContext,"Object subclass: #RBSmalllintContext 	instanceVariableNames: 'class selector parseTree literals literalSemaphore literalProcess selectors compiledMethod selfMessages superMessages messages' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics'","RBSmalllintContext class 	instanceVariableNames: ''"
Polygon,"PathShape subclass: #Polygon 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Geometry'","Polygon class 	instanceVariableNames: ''"
GoferApiTest,"GoferTest subclass: #GoferApiTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests'","GoferApiTest class 	instanceVariableNames: ''"
SimplestClassListWithPagerExample,"SimplestPaginatedClassListExample subclass: #SimplestClassListWithPagerExample 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-MorphTreeWidget-Examples'","SimplestClassListWithPagerExample class 	instanceVariableNames: ''"
PSMCSystemSettings,"Object subclass: #PSMCSystemSettings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Settings-Polymorph'","PSMCSystemSettings class 	instanceVariableNames: ''"
KMStorage,"Object subclass: #KMStorage 	instanceVariableNames: 'namedRegistry annonimousRegistry' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMStorage class 	instanceVariableNames: ''"
ZipArchive,"Archive subclass: #ZipArchive 	instanceVariableNames: 'centralDirectorySize centralDirectoryOffsetWRTStartingDiskNumber zipFileComment writeCentralDirectoryOffset writeEOCDOffset' 	classVariableNames: '' 	poolDictionaries: 'ZipFileConstants' 	category: 'Compression-Archives'","ZipArchive class 	instanceVariableNames: ''"
MultiNewParagraph,"NewParagraph subclass: #MultiNewParagraph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","MultiNewParagraph class 	instanceVariableNames: ''"
SettingBrowser,"MorphTreeModel subclass: #SettingBrowser 	instanceVariableNames: 'viewedPackages roots status searchedText treeHolder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Settings-Browser'","SettingBrowser class 	instanceVariableNames: 'searchedTextList regexpSearch'"
ListModel,"Object subclass: #ListModel 	instanceVariableNames: 'list selectionIndex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","ListModel class 	instanceVariableNames: ''"
ORCmdRemoveMethod,"OBCmdRemoveMethod subclass: #ORCmdRemoveMethod 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands-Replacement'","ORCmdRemoveMethod class 	instanceVariableNames: ''"
DropEvent,"MorphicEvent subclass: #DropEvent 	instanceVariableNames: 'position contents wasHandled' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Events'","DropEvent class 	instanceVariableNames: ''"
DialogWindow,"StandardWindow subclass: #DialogWindow 	instanceVariableNames: 'cancelled isResizeable' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","DialogWindow class 	instanceVariableNames: ''"
RBAssignmentWithoutEffectRule,"RBParseTreeLintRule subclass: #RBAssignmentWithoutEffectRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBAssignmentWithoutEffectRule class 	instanceVariableNames: ''"
ConfigurationOfKeymapping,"Object subclass: #ConfigurationOfKeymapping 	instanceVariableNames: 'project' 	classVariableNames: 'LastVersionLoad' 	poolDictionaries: '' 	category: 'ConfigurationOfKeymapping'","ConfigurationOfKeymapping class 	instanceVariableNames: ''"
ParseNode,"Object subclass: #ParseNode 	instanceVariableNames: 'comment pc' 	classVariableNames: 'Bfp BtpLong CodeBases CodeLimits DblExtDoAll Dup EndMethod EndRemote Jmp JmpLimit JmpLong LdFalse LdInstLong LdInstType LdLitIndType LdLitType LdMinus1 LdNil LdSelf LdSuper LdTempType LdThisContext LdTrue LoadLong LongLongDoAll NodeFalse NodeNil NodeSelf NodeSuper NodeThisContext NodeTrue Pop Send SendLimit SendLong SendLong2 SendPlus SendType ShortStoP StdLiterals StdSelectors StdVariables Store StorePop' 	poolDictionaries: 'TextConstants' 	category: 'Compiler-ParseNodes'","ParseNode class 	instanceVariableNames: ''"
AbstractEvent,"Object subclass: #AbstractEvent 	instanceVariableNames: 'item itemKind environment' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Change Notification'","AbstractEvent class 	instanceVariableNames: ''"
MCStWriter,"MCWriter subclass: #MCStWriter 	instanceVariableNames: 'initializers' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Storing'","MCStWriter class 	instanceVariableNames: ''"
EmbossedStringMorph,"StringMorph subclass: #EmbossedStringMorph 	instanceVariableNames: 'style trackPaneColor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","EmbossedStringMorph class 	instanceVariableNames: ''"
RBSmallDictionary,"Object subclass: #RBSmallDictionary 	instanceVariableNames: 'keys values tally' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Matching'","RBSmallDictionary class 	instanceVariableNames: ''"
DirectoryEntryTest,"TestCase subclass: #DirectoryEntryTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","DirectoryEntryTest class 	instanceVariableNames: ''"
FilePluginPrims,"Object subclass: #FilePluginPrims 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Disk'","FilePluginPrims class 	instanceVariableNames: ''"
MCSnapshotReader,"MCReader subclass: #MCSnapshotReader 	instanceVariableNames: 'definitions' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Storing'","MCSnapshotReader class 	instanceVariableNames: ''"
ZnCookie,"Object subclass: #ZnCookie 	instanceVariableNames: 'attributes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnCookie class 	instanceVariableNames: ''"
ProcessorScheduler,"Object subclass: #ProcessorScheduler 	instanceVariableNames: 'quiescentProcessLists activeProcess' 	classVariableNames: 'BackgroundProcess HighIOPriority LowIOPriority SystemBackgroundPriority SystemRockBottomPriority TimingPriority UserBackgroundPriority UserInterruptPriority UserSchedulingPriority' 	poolDictionaries: '' 	category: 'Kernel-Processes'","ProcessorScheduler class 	instanceVariableNames: ''"
NetNameResolver,"Object subclass: #NetNameResolver 	instanceVariableNames: '' 	classVariableNames: 'DefaultHostName HaveNetwork ResolverBusy ResolverError ResolverMutex ResolverReady ResolverSemaphore ResolverUninitialized' 	poolDictionaries: '' 	category: 'Network-Kernel'","NetNameResolver class 	instanceVariableNames: ''"
ORCmdUnionEnvironment,"ORCmdEnvironment subclass: #ORCmdUnionEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdUnionEnvironment class 	instanceVariableNames: ''"
RBSuperBinding,"RBSpecialBinding subclass: #RBSuperBinding 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Semantic-Binding'","RBSuperBinding class 	instanceVariableNames: ''"
TraitExclusion,"TraitTransformation subclass: #TraitExclusion 	instanceVariableNames: 'exclusions' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Traits-Composition'","TraitExclusion class 	instanceVariableNames: ''"
GeneratorTest,"TestCase subclass: #GeneratorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Streams'","GeneratorTest class 	instanceVariableNames: ''"
ZnClientOld,"Object subclass: #ZnClientOld 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Deprecated'","ZnClientOld class 	instanceVariableNames: ''"
ZnUserAgentSettings,"Object subclass: #ZnUserAgentSettings 	instanceVariableNames: 'settings' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Deprecated'","ZnUserAgentSettings class 	instanceVariableNames: ''"
SingleTreeTest,"FileSystemTreeTest subclass: #SingleTreeTest 	instanceVariableNames: 'filesystem' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","SingleTreeTest class 	instanceVariableNames: ''"
SubscriptionRegistry,"Object subclass: #SubscriptionRegistry 	instanceVariableNames: 'subscriptions monitor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Announcements-Core'","SubscriptionRegistry class 	instanceVariableNames: ''"
KMPragmaKeymapBuilder,"Object subclass: #KMPragmaKeymapBuilder 	instanceVariableNames: 'pragmaKeywords model pragmaCollector' 	classVariableNames: 'UniqueInstace' 	poolDictionaries: '' 	category: 'Keymapping-Pragmas'","KMPragmaKeymapBuilder class 	instanceVariableNames: ''"
ZnMultiValueDictionary,"Dictionary subclass: #ZnMultiValueDictionary 	instanceVariableNames: 'limit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnMultiValueDictionary class 	instanceVariableNames: ''"
UndefinedVariable,"ParserNotification subclass: #UndefinedVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compiler-Exceptions'","UndefinedVariable class 	instanceVariableNames: ''"
RxParser,"Object subclass: #RxParser 	instanceVariableNames: 'input lookahead' 	classVariableNames: 'BackslashConstants BackslashSpecials' 	poolDictionaries: '' 	category: 'Regex-Core'","RxParser class 	instanceVariableNames: ''"
RBIfTrueBlocksRule,"RBParseTreeLintRule subclass: #RBIfTrueBlocksRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBIfTrueBlocksRule class 	instanceVariableNames: ''"
ORSystemBrowser,"OREnvironmentBrowser subclass: #ORSystemBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Browsers'","ORSystemBrowser class 	instanceVariableNames: ''"
KMShortcutTest,"AbstractKeymappingTest subclass: #KMShortcutTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMShortcutTest class 	instanceVariableNames: ''"
MCStReaderTest,"MCTestCase subclass: #MCStReaderTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Monticello'","MCStReaderTest class 	instanceVariableNames: ''"
LayoutFrameTest,"TestCase subclass: #LayoutFrameTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'MorphicTests-Basic'","LayoutFrameTest class 	instanceVariableNames: ''"
Scanner,"Object subclass: #Scanner 	instanceVariableNames: 'source mark hereChar aheadChar token tokenType currentComment buffer typeTable' 	classVariableNames: 'AllowUnderscoreAsAssignment DoItCharacter' 	poolDictionaries: '' 	category: 'Compiler-Kernel'","Scanner class 	instanceVariableNames: ''"
ByteArrayTest,"TestCase subclass: #ByteArrayTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Arrayed'","ByteArrayTest class 	instanceVariableNames: ''"
TestValueWithinFix,"TestCase subclass: #TestValueWithinFix 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Bugs'","TestValueWithinFix class 	instanceVariableNames: ''"
MetacelloLoadData,"Object subclass: #MetacelloLoadData 	instanceVariableNames: 'dataMap versionInfoMap packageNameMap' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-MC-Loaders'","MetacelloLoadData class 	instanceVariableNames: ''"
ConfigurationOfRefactoringBrowser,"Object subclass: #ConfigurationOfRefactoringBrowser 	instanceVariableNames: 'project' 	classVariableNames: 'LastVersionLoad' 	poolDictionaries: '' 	category: 'ConfigurationOfRefactoringBrowser'","ConfigurationOfRefactoringBrowser class 	instanceVariableNames: ''"
ConfigurationOfGofer,"Object subclass: #ConfigurationOfGofer 	instanceVariableNames: 'project' 	classVariableNames: 'LastVersionLoad' 	poolDictionaries: '' 	category: 'ConfigurationOfGofer'","ConfigurationOfGofer class 	instanceVariableNames: ''"
PluggableTextFieldMorph,"PluggableTextMorph subclass: #PluggableTextFieldMorph 	instanceVariableNames: 'converter ghostText default entryCompletion endRow' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","PluggableTextFieldMorph class 	instanceVariableNames: ''"
GoferLocalChanges,"GoferChanges subclass: #GoferLocalChanges 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","GoferLocalChanges class 	instanceVariableNames: ''"
RBSequenceNode,"RBProgramNode subclass: #RBSequenceNode 	instanceVariableNames: 'leftBar rightBar statements periods temporaries' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Nodes'","RBSequenceNode class 	instanceVariableNames: ''"
NECTypedModel,"NECModel subclass: #NECTypedModel 	instanceVariableNames: 'expanded' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NECompletion-Model'","NECTypedModel class 	instanceVariableNames: ''"
String,"ArrayedCollection subclass: #String 	instanceVariableNames: '' 	classVariableNames: 'AsciiOrder CSLineEnders CSNonSeparators CSSeparators CaseInsensitiveOrder CaseSensitiveOrder LowercasingTable Tokenish TypeTable UppercasingTable' 	poolDictionaries: '' 	category: 'Collections-Strings'","String class 	instanceVariableNames: ''"
PragmaAnnouncement,"Announcement subclass: #PragmaAnnouncement 	instanceVariableNames: 'pragma' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Pragmas'","PragmaAnnouncement class 	instanceVariableNames: ''"
FileReferenceTest,"TestCase variableSubclass: #FileReferenceTest 	instanceVariableNames: 'filesystem' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","FileReferenceTest class 	instanceVariableNames: ''"
ORCreateCascadeRefactoring,"RBMethodRefactoring subclass: #ORCreateCascadeRefactoring 	instanceVariableNames: 'selector selectedInterval parseTree sequenceNode statementNodes transformedNode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Tools'","ORCreateCascadeRefactoring class 	instanceVariableNames: ''"
SparseLargeTable,"ArrayedCollection variableSubclass: #SparseLargeTable 	instanceVariableNames: 'base size chunkSize defaultValue' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Sequenceable'","SparseLargeTable class 	instanceVariableNames: ''"
RBAbstractInstanceVariableRefactoring,"RBVariableRefactoring subclass: #RBAbstractInstanceVariableRefactoring 	instanceVariableNames: 'accessorsRefactoring' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBAbstractInstanceVariableRefactoring class 	instanceVariableNames: ''"
OBClassDefinition,"OBDefinition subclass: #OBClassDefinition 	instanceVariableNames: 'environment template' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Definitions'","OBClassDefinition class 	instanceVariableNames: ''"
PreDebugWindow,"SystemWindow subclass: #PreDebugWindow 	instanceVariableNames: 'proceedButton debugButton' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Debugger'","PreDebugWindow class 	instanceVariableNames: ''"
WeightedAverageCost,"AverageCost subclass: #WeightedAverageCost 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CompilerTests'","WeightedAverageCost class 	instanceVariableNames: ''"
ProfStefTestNavigation,"TestCase subclass: #ProfStefTestNavigation 	instanceVariableNames: 'prof mockView' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'ProfStef-Tests'","ProfStefTestNavigation class 	instanceVariableNames: ''"
MorphicUnknownEvent,"MorphicEvent subclass: #MorphicUnknownEvent 	instanceVariableNames: 'type argument' 	classVariableNames: '' 	poolDictionaries: 'EventSensorConstants' 	category: 'Morphic-Events'","MorphicUnknownEvent class 	instanceVariableNames: ''"
KeyedTree,"Dictionary subclass: #KeyedTree 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","KeyedTree class 	instanceVariableNames: ''"
KMWindowKeymaps,"Object subclass: #KMWindowKeymaps 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Morphic'","KMWindowKeymaps class 	instanceVariableNames: ''"
GoferOperationTest,"GoferTest subclass: #GoferOperationTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Tests'","GoferOperationTest class 	instanceVariableNames: ''"
UIThemeStandardSqueak,"UITheme subclass: #UIThemeStandardSqueak 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Themes'","UIThemeStandardSqueak class 	instanceVariableNames: ''"
ExpanderMorphAnnouncement,"Announcement subclass: #ExpanderMorphAnnouncement 	instanceVariableNames: 'expanderMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","ExpanderMorphAnnouncement class 	instanceVariableNames: ''"
CP1252TextConverter,"ByteTextConverter subclass: #CP1252TextConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion'","CP1252TextConverter class 	instanceVariableNames: ''"
LinedTTCFont,"TTCFont subclass: #LinedTTCFont 	instanceVariableNames: 'emphasis lineGlyph contourWidth' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TrueType-Fonts'","LinedTTCFont class 	instanceVariableNames: ''"
UndoRedoGroup,"HistoryNode subclass: #UndoRedoGroup 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-History'","UndoRedoGroup class 	instanceVariableNames: ''"
SelfEvaluatingObjectTest,"TestCase subclass: #SelfEvaluatingObjectTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Objects'","SelfEvaluatingObjectTest class 	instanceVariableNames: ''"
OrientedFillStyle,"FillStyle subclass: #OrientedFillStyle 	instanceVariableNames: 'origin direction normal' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Balloon-Fills'","OrientedFillStyle class 	instanceVariableNames: ''"
TabLabelMorph,"PanelMorph subclass: #TabLabelMorph 	instanceVariableNames: 'tabSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","TabLabelMorph class 	instanceVariableNames: ''"
ORCmdImplementorEnvironment,"ORCmdEnvironment subclass: #ORCmdImplementorEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdImplementorEnvironment class 	instanceVariableNames: ''"
TTFontReader,"Object subclass: #TTFontReader 	instanceVariableNames: 'charMap glyphs nGlyphs kernPairs fontDescription' 	classVariableNames: '' 	poolDictionaries: 'TextConstants' 	category: 'TrueType-Support'","TTFontReader class 	instanceVariableNames: ''"
NECClassVarEntry,"NECEntry subclass: #NECClassVarEntry 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NECompletion-Model'","NECClassVarEntry class 	instanceVariableNames: ''"
RBAddRemoveDependentsRule,"RBBlockLintRule subclass: #RBAddRemoveDependentsRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBAddRemoveDependentsRule class 	instanceVariableNames: ''"
PolymorphSystemSettings,"Object subclass: #PolymorphSystemSettings 	instanceVariableNames: '' 	classVariableNames: 'DesktopColor DesktopGradientDirection DesktopGradientFillColor DesktopGradientOrigin DesktopImageFileName DesktopLogo DesktopLogoFileName ShowDesktopLogo UseDesktopGradientFill' 	poolDictionaries: '' 	category: 'Settings-Polymorph'","PolymorphSystemSettings class 	instanceVariableNames: 'usePolymorphDiffMorph'"
PluggableListItemWrapper,"ListItemWrapper subclass: #PluggableListItemWrapper 	instanceVariableNames: 'string getContentsSelector getStringSelector hasContentsSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Explorer'","PluggableListItemWrapper class 	instanceVariableNames: ''"
HistoryIteratorTest,"TestCase subclass: #HistoryIteratorTest 	instanceVariableNames: 'historyList' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-SystemHistory'","HistoryIteratorTest class 	instanceVariableNames: ''"
MatrixTest,"TestCase subclass: #MatrixTest 	instanceVariableNames: 'matrix1 matrix2 matrix3' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Unordered'","MatrixTest class 	instanceVariableNames: ''"
RBNumberLiteralToken,"RBLiteralToken subclass: #RBNumberLiteralToken 	instanceVariableNames: 'source' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Tokens'","RBNumberLiteralToken class 	instanceVariableNames: ''"
FreeTypeCacheTest,"TestCase subclass: #FreeTypeCacheTest 	instanceVariableNames: 'cache cache1K fullCache font1 font1XGlyph font1ZGlyph font1YGlyph font2 font3' 	classVariableNames: '' 	poolDictionaries: 'FreeTypeCacheConstants' 	category: 'FreeTypeTests-cache'","FreeTypeCacheTest class 	instanceVariableNames: ''"
MultiByteFileStreamTest,"TestCase subclass: #MultiByteFileStreamTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Tests-TextConversion'","MultiByteFileStreamTest class 	instanceVariableNames: ''"
SystemNavigation,"Object subclass: #SystemNavigation 	instanceVariableNames: 'browserClass hierarchyBrowserClass environment' 	classVariableNames: 'Default' 	poolDictionaries: '' 	category: 'System-Support'","SystemNavigation class 	instanceVariableNames: ''"
ORCmdMoveVariableDefinitionRefactoring,"ORCmdSourceRefactoring subclass: #ORCmdMoveVariableDefinitionRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdMoveVariableDefinitionRefactoring class 	instanceVariableNames: ''"
GoferSynchronize,"GoferOperation subclass: #GoferSynchronize 	instanceVariableNames: 'cacheReferences' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","GoferSynchronize class 	instanceVariableNames: ''"
CollectionCombinator,"Object subclass: #CollectionCombinator 	instanceVariableNames: 'resultProcessingBlock collectionOfArrays buffer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Methods'","CollectionCombinator class 	instanceVariableNames: ''"
MailAddressParserTest,"TestCase subclass: #MailAddressParserTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'NetworkTests-RFC822'","MailAddressParserTest class 	instanceVariableNames: ''"
TasklistMorph,"Morph subclass: #TasklistMorph 	instanceVariableNames: 'tasks taskList preview' 	classVariableNames: 'KeepOpen UseHistoricalShortcuts' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","TasklistMorph class 	instanceVariableNames: ''"
BlockContext,"ContextPart variableSubclass: #BlockContext 	instanceVariableNames: 'nargs startpc home' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","BlockContext class 	instanceVariableNames: ''"
OBFan,"Object subclass: #OBFan 	instanceVariableNames: 'parent children' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OmniBrowser-Kernel'","OBFan class 	instanceVariableNames: ''"
ZnChunkedReadStreamTests,"TestCase subclass: #ZnChunkedReadStreamTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnChunkedReadStreamTests class 	instanceVariableNames: ''"
OBMethodCategoryNode,"OBClassAwareNode subclass: #OBMethodCategoryNode 	instanceVariableNames: 'name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Nodes'","OBMethodCategoryNode class 	instanceVariableNames: ''"
RBMultiKeywordLiteralToken,"RBLiteralToken subclass: #RBMultiKeywordLiteralToken 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Core-Tokens'","RBMultiKeywordLiteralToken class 	instanceVariableNames: ''"
RBUsesAddRule,"RBParseTreeLintRule subclass: #RBUsesAddRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-ParseTreeRules'","RBUsesAddRule class 	instanceVariableNames: ''"
BrowserUrl,"GenericUrl subclass: #BrowserUrl 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Url'","BrowserUrl class 	instanceVariableNames: ''"
NewParagraph,"Paragraph subclass: #NewParagraph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","NewParagraph class 	instanceVariableNames: ''"
MetacelloAddMemberSpec,"MetacelloMemberSpec subclass: #MetacelloAddMemberSpec 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Members'","MetacelloAddMemberSpec class 	instanceVariableNames: ''"
Bag,"Collection subclass: #Bag 	instanceVariableNames: 'contents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Unordered'","Bag class 	instanceVariableNames: ''"
PluggableTabButtonMorph,"Morph subclass: #PluggableTabButtonMorph 	instanceVariableNames: 'active model textSelector arcLengths subMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Pluggable Widgets'","PluggableTabButtonMorph class 	instanceVariableNames: ''"
